compound_id,name
62,Carboxylic acid derivative
62,Acetal
62,Hydrocarbon derivative
62,Organooxygen compound
62,Carbonyl group
62,Alcohol
62,Organic cation
62,Aromatic heteropolycyclic compound
66,Flavonoid-3-o-glycoside
66,Hydroxyflavonoid
66,7-hydroxyflavonoid
66,4'-hydroxyflavonoid
66,3'-hydroxyflavonoid
66,Hydroxycinnamic acid or derivatives
66,Hydroxycinnamic acid
66,Coumaric acid or derivatives
66,Cinnamic acid or derivatives
66,Cinnamic acid
66,O-glycosyl compound
66,Glycosyl compound
66,Disaccharide
66,1-benzopyran
66,Benzopyran
66,Phenylpropene
66,Styrene
66,"1,2-diphenol"
66,Phenol
66,Benzenoid
66,Oxane
66,Saccharide
66,Monocyclic benzene moiety
66,Heteroaromatic compound
66,Vinylogous acid
66,Oxolane
66,Secondary alcohol
66,Polyol
66,Hemiacetal
66,"1,2-diol"
66,Oxacycle
66,Organoheterocyclic compound
66,Ether
66,Dialkyl ether
66,Carboxylic acid derivative
66,Carboximidic acid
66,Acetal
66,Hydrocarbon derivative
66,Organooxygen compound
66,Carbonyl group
66,Alcohol
66,Organic cation
66,Aromatic heteropolycyclic compound
69,Flavonoid-3-o-glycoside
69,Hydroxyflavonoid
69,7-hydroxyflavonoid
69,4'-hydroxyflavonoid
69,3'-hydroxyflavonoid
69,Hydroxycinnamic acid or derivatives
69,Hydroxycinnamic acid
69,Coumaric acid or derivatives
69,Cinnamic acid or derivatives
69,Cinnamic acid
69,O-glycosyl compound
69,Glycosyl compound
69,Disaccharide
69,M-dimethoxybenzene
69,Dimethoxybenzene
69,1-benzopyran
69,Methoxyphenol
69,Benzopyran
69,Phenylpropene
69,Methoxybenzene
69,Styrene
69,Phenol ether
69,"1,2-diphenol"
69,Anisole
69,Phenol
69,Alkyl aryl ether
69,Benzenoid
69,Oxane
69,Saccharide
69,Monocyclic benzene moiety
69,Heteroaromatic compound
69,Vinylogous acid
69,Oxolane
69,Secondary alcohol
69,Polyol
69,Hemiacetal
69,"1,2-diol"
69,Oxacycle
69,Organoheterocyclic compound
69,Ether
69,Dialkyl ether
69,Carboxylic acid derivative
69,Carboximidic acid
69,Acetal
69,Hydrocarbon derivative
69,Organooxygen compound
69,Carbonyl group
69,Alcohol
69,Organic cation
69,Aromatic heteropolycyclic compound
70,Flavonoid-3-o-glycoside
70,Hydroxyflavonoid
70,7-hydroxyflavonoid
70,4'-hydroxyflavonoid
70,3'-hydroxyflavonoid
70,Hydroxycinnamic acid or derivatives
70,Hydroxycinnamic acid
70,Coumaric acid or derivatives
70,Cinnamic acid or derivatives
70,Cinnamic acid
70,O-glycosyl compound
70,Glycosyl compound
70,Disaccharide
70,1-benzopyran
70,Methoxyphenol
70,Benzopyran
70,Phenylpropene
70,Methoxybenzene
70,Styrene
70,Phenol ether
70,"1,2-diphenol"
70,Anisole
70,Phenol
70,Alkyl aryl ether
70,Benzenoid
70,Oxane
70,Saccharide
70,Monocyclic benzene moiety
70,Heteroaromatic compound
70,Vinylogous acid
70,Oxolane
70,Secondary alcohol
70,Polyol
70,Hemiacetal
70,"1,2-diol"
70,Oxacycle
70,Organoheterocyclic compound
70,Ether
70,Dialkyl ether
70,Carboxylic acid derivative
70,Carboximidic acid
70,Acetal
70,Hydrocarbon derivative
70,Organooxygen compound
70,Carbonyl group
70,Alcohol
70,Organic cation
70,Aromatic heteropolycyclic compound
72,Anthocyanidin-3-o-glycoside
72,Flavonoid-3-o-glycoside
72,Hydroxyflavonoid
72,7-hydroxyflavonoid
72,5-hydroxyflavonoid
72,4'-hydroxyflavonoid
72,3'-hydroxyflavonoid
72,Anthocyanidin
72,O-glycosyl compound
72,Glycosyl compound
72,1-benzopyran
72,Benzopyran
72,Pyrogallol derivative
72,Benzenetriol
72,Resorcinol
72,"1,2-diphenol"
72,Phenol
72,Benzenoid
72,"1,3-dicarbonyl compound"
72,Oxane
72,Monosaccharide
72,Dicarboxylic acid or derivatives
72,Saccharide
72,Monocyclic benzene moiety
72,Heteroaromatic compound
72,Secondary alcohol
72,Polyol
72,Carboxylic acid ester
72,"1,2-diol"
72,Oxacycle
72,Organoheterocyclic compound
72,Ether
72,Carboxylic acid
72,Carboxylic acid derivative
72,Acetal
72,Hydrocarbon derivative
72,Organooxygen compound
72,Carbonyl group
72,Alcohol
72,Organic cation
72,Aromatic heteropolycyclic compound
74,Anthocyanidin-5-o-glycoside
74,Hydroxyflavonoid
74,7-hydroxyflavonoid
74,4'-hydroxyflavonoid
74,3'-hydroxyflavonoid
74,Anthocyanidin
74,O-glycosyl compound
74,Glycosyl compound
74,1-benzopyran
74,Benzopyran
74,"1,2-diphenol"
74,Phenol
74,Benzenoid
74,Oxane
74,Monosaccharide
74,Saccharide
74,Monocyclic benzene moiety
74,Heteroaromatic compound
74,Secondary alcohol
74,Polyol
74,"1,2-diol"
74,Oxacycle
74,Organoheterocyclic compound
74,Ether
74,Acetal
74,Hydrocarbon derivative
74,Primary alcohol
74,Organooxygen compound
74,Alcohol
74,Organic cation
74,Aromatic heteropolycyclic compound
78,7-hydroxyflavonoid
78,5-hydroxyflavonoid
78,4'-hydroxyflavonoid
78,3'-hydroxyflavonoid
78,Anthocyanidin
78,1-benzopyran
78,Benzopyran
78,Resorcinol
78,"1,2-diphenol"
78,Phenol
78,Benzenoid
78,Monocyclic benzene moiety
78,Heteroaromatic compound
78,Oxacycle
78,Organoheterocyclic compound
78,Hydrocarbon derivative
78,Organooxygen compound
78,Organic cation
78,Aromatic heteropolycyclic compound
80,3p-methoxyflavonoid-skeleton
80,Hydroxyflavonoid
80,7-hydroxyflavonoid
80,4'-hydroxyflavonoid
80,3-hydroxyflavonoid
80,Anthocyanidin
80,M-dimethoxybenzene
80,Dimethoxybenzene
80,1-benzopyran
80,Methoxyphenol
80,Benzopyran
80,Methoxybenzene
80,Phenol ether
80,Anisole
80,Phenol
80,Alkyl aryl ether
80,Benzenoid
80,Monocyclic benzene moiety
80,Heteroaromatic compound
80,Oxacycle
80,Organoheterocyclic compound
80,Ether
80,Hydrocarbon derivative
80,Organooxygen compound
80,Organic cation
80,Aromatic heteropolycyclic compound
81,3p-methoxyflavonoid-skeleton
81,Hydroxyflavonoid
81,7-hydroxyflavonoid
81,4'-hydroxyflavonoid
81,3-hydroxyflavonoid
81,3'-hydroxyflavonoid
81,Anthocyanidin
81,M-dimethoxybenzene
81,Dimethoxybenzene
81,1-benzopyran
81,Methoxyphenol
81,Benzopyran
81,Methoxybenzene
81,Phenol ether
81,"1,2-diphenol"
81,Anisole
81,Phenol
81,Alkyl aryl ether
81,Benzenoid
81,Monocyclic benzene moiety
81,Heteroaromatic compound
81,Oxacycle
81,Organoheterocyclic compound
81,Ether
81,Hydrocarbon derivative
81,Organooxygen compound
81,Organic cation
81,Aromatic heteropolycyclic compound
83,Flavonoid o-glycoside
83,Chalcone or dihydrochalcone
83,Cinnamylphenol
83,2'-hydroxy-dihydrochalcone
83,"Linear 1,3-diarylpropanoid"
83,O-glycosyl compound
83,Glycosyl compound
83,Disaccharide
83,Butyrophenone
83,Acylphloroglucinol derivative
83,Phloroglucinol derivative
83,Benzenetriol
83,Acetophenone
83,Aryl alkyl ketone
83,Aryl ketone
83,Resorcinol
83,Phenol ether
83,Benzoyl
83,Phenol
83,Benzenoid
83,Oxane
83,Saccharide
83,Monocyclic benzene moiety
83,Vinylogous acid
83,Oxolane
83,Secondary alcohol
83,Ketone
83,"1,2-diol"
83,Oxacycle
83,Organoheterocyclic compound
83,Ether
83,Acetal
83,Hydrocarbon derivative
83,Primary alcohol
83,Organooxygen compound
83,Carbonyl group
83,Alcohol
83,Aromatic heteromonocyclic compound
87,Chalcone or dihydrochalcone
87,Cinnamylphenol
87,2'-hydroxy-dihydrochalcone
87,Butyrophenone
87,Acylphloroglucinol derivative
87,Phloroglucinol derivative
87,Benzenetriol
87,Acetophenone
87,Aryl alkyl ketone
87,Aryl ketone
87,"1,2-diphenol"
87,Benzoyl
87,Phenol
87,Benzenoid
87,Monocyclic benzene moiety
87,Vinylogous acid
87,Polyol
87,Ketone
87,Hydrocarbon derivative
87,Organooxygen compound
87,Carbonyl group
87,Aromatic homomonocyclic compound
94,Catechin
94,Hydroxyflavonoid
94,7-hydroxyflavonoid
94,5-hydroxyflavonoid
94,4'-hydroxyflavonoid
94,3-hydroxyflavonoid
94,3'-hydroxyflavonoid
94,Galloyl ester
94,Gallic acid or derivatives
94,1-benzopyran
94,Benzopyran
94,Chromane
94,Benzoate ester
94,Tropolone
94,Pyrogallol derivative
94,Benzylether
94,Benzoic acid or derivatives
94,Benzenetriol
94,Tropone
94,Resorcinol
94,"1,2-diphenol"
94,Benzoyl
94,Phenol
94,Alkyl aryl ether
94,Benzenoid
94,Monocyclic benzene moiety
94,Vinylogous acid
94,Secondary alcohol
94,Polyol
94,Carboxylic acid ester
94,Oxacycle
94,Organoheterocyclic compound
94,Monocarboxylic acid or derivatives
94,Ether
94,Carboxylic acid derivative
94,Hydrocarbon derivative
94,Organooxygen compound
94,Carbonyl group
94,Alcohol
94,Aromatic heteropolycyclic compound
97,Catechin gallate
97,Hydroxyflavonoid
97,7-hydroxyflavonoid
97,5-hydroxyflavonoid
97,4'-hydroxyflavonoid
97,3'-hydroxyflavonoid
97,Galloyl ester
97,Gallic acid or derivatives
97,1-benzopyran
97,Benzopyran
97,Chromane
97,Benzoate ester
97,Pyrogallol derivative
97,Benzylether
97,Benzoic acid or derivatives
97,Benzenetriol
97,Resorcinol
97,"1,2-diphenol"
97,Benzoyl
97,Phenol
97,Alkyl aryl ether
97,Benzenoid
97,Monocyclic benzene moiety
97,Polyol
97,Carboxylic acid ester
97,Oxacycle
97,Organoheterocyclic compound
97,Monocarboxylic acid or derivatives
97,Ether
97,Carboxylic acid derivative
97,Hydrocarbon derivative
97,Organooxygen compound
97,Carbonyl group
97,Aromatic heteropolycyclic compound
98,Catechin
98,Hydroxyflavonoid
98,7-hydroxyflavonoid
98,5-hydroxyflavonoid
98,4'-hydroxyflavonoid
98,3-hydroxyflavonoid
98,3'-hydroxyflavonoid
98,1-benzopyran
98,Benzopyran
98,Chromane
98,Tropolone
98,Tropone
98,Resorcinol
98,"1,2-diphenol"
98,Alkyl aryl ether
98,Benzenoid
98,Vinylogous acid
98,Secondary alcohol
98,Polyol
98,Oxacycle
98,Organoheterocyclic compound
98,Ether
98,Hydrocarbon derivative
98,Organooxygen compound
98,Alcohol
98,Aromatic heteropolycyclic compound
140,Flavonoid-8-c-glycoside
140,Hydroxyflavonoid
140,Flavone
140,7-hydroxyflavonoid
140,5-hydroxyflavonoid
140,4'-hydroxyflavonoid
140,3'-hydroxyflavonoid
140,Glycosyl compound
140,Chromone
140,C-glycosyl compound
140,1-benzopyran
140,Benzopyran
140,Resorcinol
140,"1,2-diphenol"
140,Pyranone
140,Phenol
140,Benzenoid
140,Pyran
140,Oxane
140,Monosaccharide
140,Saccharide
140,Monocyclic benzene moiety
140,Heteroaromatic compound
140,Vinylogous acid
140,Secondary alcohol
140,Polyol
140,"1,2-diol"
140,Oxacycle
140,Organoheterocyclic compound
140,Ether
140,Dialkyl ether
140,Hydrocarbon derivative
140,Primary alcohol
140,Organooxygen compound
140,Alcohol
140,Aromatic heteropolycyclic compound
142,Oligosaccharide
142,Flavonoid-7-o-glycoside
142,Hydroxyflavonoid
142,Flavone
142,5-hydroxyflavonoid
142,4'-hydroxyflavonoid
142,3'-hydroxyflavonoid
142,O-glycosyl compound
142,Glycosyl compound
142,Chromone
142,1-benzopyran
142,Benzopyran
142,"1,2-diphenol"
142,Pyranone
142,Phenol
142,Benzenoid
142,"1,3-dicarbonyl compound"
142,Pyran
142,Oxane
142,Dicarboxylic acid or derivatives
142,Saccharide
142,Monocyclic benzene moiety
142,Heteroaromatic compound
142,Vinylogous acid
142,Tertiary alcohol
142,Oxolane
142,Secondary alcohol
142,Polyol
142,Carboxylic acid ester
142,"1,2-diol"
142,Oxacycle
142,Organoheterocyclic compound
142,Ether
142,Carboxylic acid
142,Carboxylic acid derivative
142,Acetal
142,Hydrocarbon derivative
142,Primary alcohol
142,Organooxygen compound
142,Carbonyl group
142,Alcohol
142,Aromatic heteropolycyclic compound
143,Flavonoid-8-c-glycoside
143,Hydroxyflavonoid
143,Flavone
143,7-hydroxyflavonoid
143,5-hydroxyflavonoid
143,4'-hydroxyflavonoid
143,Glycosyl compound
143,Chromone
143,C-glycosyl compound
143,1-benzopyran
143,Benzopyran
143,Resorcinol
143,Pyranone
143,Phenol
143,Benzenoid
143,Pyran
143,Oxane
143,Monosaccharide
143,Saccharide
143,Monocyclic benzene moiety
143,Heteroaromatic compound
143,Vinylogous acid
143,Oxolane
143,Secondary alcohol
143,Polyol
143,"1,2-diol"
143,Oxacycle
143,Organoheterocyclic compound
143,Ether
143,Dialkyl ether
143,Hydrocarbon derivative
143,Primary alcohol
143,Organooxygen compound
143,Alcohol
143,Aromatic heteropolycyclic compound
169,Flavonoid-3-o-glycoside
169,Hydroxyflavonoid
169,Flavone
169,7-hydroxyflavonoid
169,5-hydroxyflavonoid
169,4'-hydroxyflavonoid
169,O-glycosyl compound
169,Glycosyl compound
169,Chromone
169,1-benzopyran
169,Benzopyran
169,Resorcinol
169,Pyranone
169,Phenol
169,Benzenoid
169,Pyran
169,Monosaccharide
169,Saccharide
169,Monocyclic benzene moiety
169,Heteroaromatic compound
169,Vinylogous acid
169,Oxolane
169,Secondary alcohol
169,"1,2-diol"
169,Oxacycle
169,Organoheterocyclic compound
169,Ether
169,Acetal
169,Hydrocarbon derivative
169,Primary alcohol
169,Organooxygen compound
169,Alcohol
169,Aromatic heteropolycyclic compound
173,Flavonoid-7-o-glycoside
173,Flavonoid-3-o-glycoside
173,Hydroxyflavonoid
173,Flavone
173,Fatty acyl glycoside of mono- or disaccharide
173,Fatty acyl glycoside
173,5-hydroxyflavonoid
173,3'-hydroxyflavonoid
173,Alkyl glycoside
173,O-glycosyl compound
173,Glycosyl compound
173,Chromone
173,1-benzopyran
173,Benzopyran
173,Phenol ether
173,Pyranone
173,Phenol
173,Fatty acyl
173,Benzenoid
173,Pyran
173,Oxane
173,Monosaccharide
173,Saccharide
173,Monocyclic benzene moiety
173,Heteroaromatic compound
173,Vinylogous acid
173,Secondary alcohol
173,Polyol
173,"1,2-diol"
173,Oxacycle
173,Organoheterocyclic compound
173,Ether
173,Acetal
173,Hydrocarbon derivative
173,Primary alcohol
173,Organooxygen compound
173,Alcohol
173,Aromatic heteropolycyclic compound
176,7-methoxyflavonoid-skeleton
176,3-methoxyflavonoid-skeleton
176,Hydroxyflavonoid
176,Flavone
176,5-hydroxyflavonoid
176,4'-hydroxyflavonoid
176,3'-hydroxyflavonoid
176,Chromone
176,1-benzopyran
176,Methoxyphenol
176,Benzopyran
176,"1,2-diphenol"
176,Anisole
176,Pyranone
176,Phenol
176,Alkyl aryl ether
176,Benzenoid
176,Pyran
176,Monocyclic benzene moiety
176,Heteroaromatic compound
176,Vinylogous acid
176,Oxacycle
176,Organoheterocyclic compound
176,Ether
176,Hydrocarbon derivative
176,Organooxygen compound
176,Aromatic heteropolycyclic compound
180,Oligosaccharide
180,Flavonoid-7-o-glycoside
180,Flavonoid-3-o-glycoside
180,Hydroxyflavonoid
180,Flavone
180,5-hydroxyflavonoid
180,4'-hydroxyflavonoid
180,O-glycosyl compound
180,Glycosyl compound
180,Chromone
180,1-benzopyran
180,Benzopyran
180,Pyranone
180,Phenol
180,Benzenoid
180,Pyran
180,Oxane
180,Saccharide
180,Monocyclic benzene moiety
180,Heteroaromatic compound
180,Vinylogous acid
180,Secondary alcohol
180,Polyol
180,"1,2-diol"
180,Oxacycle
180,Organoheterocyclic compound
180,Ether
180,Acetal
180,Hydrocarbon derivative
180,Primary alcohol
180,Organooxygen compound
180,Alcohol
180,Aromatic heteropolycyclic compound
181,Flavonoid 3-o-6-p-coumaroyl-glycoside
181,Flavonoid-7-o-glycoside
181,Flavonoid-3-o-glycoside
181,Hydroxyflavonoid
181,Flavone
181,5-hydroxyflavonoid
181,4'-hydroxyflavonoid
181,Cinnamic acid ester
181,Hydroxycinnamic acid or derivatives
181,Coumaric acid or derivatives
181,Cinnamic acid or derivatives
181,O-glycosyl compound
181,Glycosyl compound
181,Disaccharide
181,Chromone
181,M-dimethoxybenzene
181,Dimethoxybenzene
181,1-benzopyran
181,Methoxyphenol
181,Benzopyran
181,Phenylpropene
181,Methoxybenzene
181,Styrene
181,Phenol ether
181,"1,2-diphenol"
181,Anisole
181,Pyranone
181,Phenol
181,Fatty acid ester
181,Alkyl aryl ether
181,Fatty acyl
181,Benzenoid
181,Pyran
181,Oxane
181,Dicarboxylic acid or derivatives
181,Saccharide
181,Monocyclic benzene moiety
181,Heteroaromatic compound
181,Vinylogous acid
181,"Alpha,beta-unsaturated carboxylic ester"
181,Enoate ester
181,Secondary alcohol
181,Polyol
181,Carboxylic acid ester
181,"1,2-diol"
181,Oxacycle
181,Organoheterocyclic compound
181,Ether
181,Carboxylic acid derivative
181,Acetal
181,Hydrocarbon derivative
181,Primary alcohol
181,Organooxygen compound
181,Carbonyl group
181,Alcohol
181,Aromatic heteropolycyclic compound
182,Flavonoid 3-o-6-p-coumaroyl-glycoside
182,Flavonoid-7-o-glycoside
182,Flavonoid-3-o-glycoside
182,Hydroxyflavonoid
182,Flavone
182,5-hydroxyflavonoid
182,4'-hydroxyflavonoid
182,Cinnamic acid ester
182,Hydroxycinnamic acid or derivatives
182,Coumaric acid or derivatives
182,Cinnamic acid or derivatives
182,O-glycosyl compound
182,Glycosyl compound
182,Disaccharide
182,Chromone
182,1-benzopyran
182,Methoxyphenol
182,Benzopyran
182,Phenylpropene
182,Methoxybenzene
182,Styrene
182,Phenol ether
182,"1,2-diphenol"
182,Anisole
182,Pyranone
182,Phenol
182,Fatty acid ester
182,Alkyl aryl ether
182,Fatty acyl
182,Benzenoid
182,Pyran
182,Oxane
182,Dicarboxylic acid or derivatives
182,Saccharide
182,Monocyclic benzene moiety
182,Heteroaromatic compound
182,Vinylogous acid
182,"Alpha,beta-unsaturated carboxylic ester"
182,Enoate ester
182,Secondary alcohol
182,Polyol
182,Carboxylic acid ester
182,"1,2-diol"
182,Oxacycle
182,Organoheterocyclic compound
182,Ether
182,Carboxylic acid derivative
182,Acetal
182,Hydrocarbon derivative
182,Primary alcohol
182,Organooxygen compound
182,Carbonyl group
182,Alcohol
182,Aromatic heteropolycyclic compound
184,Flavonoid 3-o-6-p-coumaroyl-glycoside
184,Flavonoid-7-o-glycoside
184,Flavonoid-3-o-glycoside
184,Hydroxyflavonoid
184,Flavone
184,5-hydroxyflavonoid
184,4'-hydroxyflavonoid
184,Cinnamic acid ester
184,Hydroxycinnamic acid or derivatives
184,Coumaric acid or derivatives
184,Cinnamic acid or derivatives
184,O-glycosyl compound
184,Glycosyl compound
184,Disaccharide
184,Chromone
184,M-dimethoxybenzene
184,Dimethoxybenzene
184,1-benzopyran
184,Methoxyphenol
184,Benzopyran
184,Phenylpropene
184,Methoxybenzene
184,Styrene
184,Phenol ether
184,Anisole
184,Pyranone
184,Phenol
184,Fatty acid ester
184,Alkyl aryl ether
184,Fatty acyl
184,Benzenoid
184,Pyran
184,Oxane
184,Saccharide
184,Monocyclic benzene moiety
184,Heteroaromatic compound
184,Vinylogous acid
184,"Alpha,beta-unsaturated carboxylic ester"
184,Enoate ester
184,Secondary alcohol
184,Polyol
184,Carboxylic acid ester
184,"1,2-diol"
184,Oxacycle
184,Organoheterocyclic compound
184,Monocarboxylic acid or derivatives
184,Ether
184,Carboxylic acid derivative
184,Acetal
184,Hydrocarbon derivative
184,Primary alcohol
184,Organooxygen compound
184,Carbonyl group
184,Alcohol
184,Aromatic heteropolycyclic compound
185,Flavonoid 3-o-6-p-coumaroyl-glycoside
185,Flavonoid-7-o-glycoside
185,Flavonoid-3-o-glycoside
185,Hydroxyflavonoid
185,Flavone
185,5-hydroxyflavonoid
185,4'-hydroxyflavonoid
185,Cinnamic acid ester
185,Hydroxycinnamic acid or derivatives
185,Coumaric acid or derivatives
